Geography,year,category,estimate
MONMOUTH,2013,22 to 24 years,11738
MONMOUTH,2013,25 to 29 years,17335
MONMOUTH,2013,30 to 34 years,15670
MONMOUTH,2013,35 to 39 years,15037
MONMOUTH,2013,40 to 44 years,23289
MONMOUTH,2013,45 to 49 years,24576
MONMOUTH,2013,5 to 9 years,39126
MONMOUTH,2013,50 to 54 years,27111
MONMOUTH,2013,55 to 59 years,24443
MONMOUTH,2013,60 and 61 years,8788
MONMOUTH,2013,62 to 64 years,10024
MONMOUTH,2013,65 and 66 years,6701
MONMOUTH,2013,67 to 69 years,7404
MONMOUTH,2013,70 to 74 years,10807
MONMOUTH,2013,75 to 79 years,6079
MONMOUTH,2013,80 to 84 years,4817
MONMOUTH,2013,85 years and over,4995
MONMOUTH,2013,Female,323139
MONMOUTH,2013,Male,306533
MONMOUTH,2013,Total,629672
MONMOUTH,2013,Under 5 years,32796
MONMOUTH,2014,10 to 14 years,41758
MONMOUTH,2014,15 to 17 years,13906
MONMOUTH,2014,18 and 19 years,7809
MONMOUTH,2014,20 years,3021
MONMOUTH,2014,21 years,3648
MONMOUTH,2014,22 to 24 years,12882
MONMOUTH,2014,25 to 29 years,17291
MONMOUTH,2014,30 to 34 years,16378
MONMOUTH,2014,35 to 39 years,18326
MONMOUTH,2014,40 to 44 years,18548
MONMOUTH,2014,45 to 49 years,23376
MONMOUTH,2014,5 to 9 years,38489
MONMOUTH,2014,50 to 54 years,27017
MONMOUTH,2014,55 to 59 years,24422
MONMOUTH,2014,60 and 61 years,7601
MONMOUTH,2014,62 to 64 years,12319
MONMOUTH,2014,65 and 66 years,7638
MONMOUTH,2014,67 to 69 years,7964
MONMOUTH,2014,70 to 74 years,10193
MONMOUTH,2014,75 to 79 years,6739
MONMOUTH,2014,80 to 84 years,4464
MONMOUTH,2014,85 years and over,5192
MONMOUTH,2014,Female,323050
MONMOUTH,2014,Male,306229
MONMOUTH,2014,Total,629279
MONMOUTH,2014,Under 5 years,32558
MONMOUTH,2015,10 to 14 years,39688
MONMOUTH,2015,15 to 17 years,13778
MONMOUTH,2015,18 and 19 years,8026
MONMOUTH,2015,20 years,3623
MONMOUTH,2015,21 years,4174
MONMOUTH,2015,22 to 24 years,11512
MONMOUTH,2015,25 to 29 years,17495
MONMOUTH,2015,30 to 34 years,16713
MONMOUTH,2015,35 to 39 years,17176
MONMOUTH,2015,40 to 44 years,18873
MONMOUTH,2015,45 to 49 years,22747
MONMOUTH,2015,5 to 9 years,38970
MONMOUTH,2015,50 to 54 years,26286
MONMOUTH,2015,55 to 59 years,25484
MONMOUTH,2015,60 and 61 years,8352
MONMOUTH,2015,62 to 64 years,11669
MONMOUTH,2015,65 and 66 years,6493
MONMOUTH,2015,67 to 69 years,10001
MONMOUTH,2015,70 to 74 years,10770
MONMOUTH,2015,75 to 79 years,8107
MONMOUTH,2015,80 to 84 years,3817
MONMOUTH,2015,85 years and over,4313
MONMOUTH,2015,Female,323070
MONMOUTH,2015,Male,305645
MONMOUTH,2015,Total,628715
MONMOUTH,2015,Under 5 years,32410
MORRIS,2006,10 to 14 years,32096
MORRIS,2006,15 to 17 years,10644
MORRIS,2006,18 and 19 years,6711
MORRIS,2006,20 years,2839
MORRIS,2006,21 years,2624
MORRIS,2006,22 to 24 years,7906
MORRIS,2006,25 to 29 years,10422
MORRIS,2006,30 to 34 years,14290
MORRIS,2006,35 to 39 years,20362
MORRIS,2006,40 to 44 years,21054
MORRIS,2006,45 to 49 years,21947
MORRIS,2006,5 to 9 years,35575
MORRIS,2006,50 to 54 years,17996
MORRIS,2006,55 to 59 years,15977
MORRIS,2006,60 and 61 years,5827
MORRIS,2006,62 to 64 years,7276
MORRIS,2006,65 and 66 years,3327
MORRIS,2006,67 to 69 years,5491
MORRIS,2006,70 to 74 years,7170
MORRIS,2006,75 to 79 years,4617
MORRIS,2006,80 to 84 years,3441
MORRIS,2006,85 years and over,2403
MORRIS,2006,Female,249919
MORRIS,2006,Male,243241
MORRIS,2006,Total,493160
MORRIS,2006,Under 5 years,30774
MORRIS,2007,10 to 14 years,33335
MORRIS,2007,15 to 17 years,10884
MORRIS,2007,18 and 19 years,6769
MORRIS,2007,20 years,3667
MORRIS,2007,21 years,2167
MORRIS,2007,22 to 24 years,7572
MORRIS,2007,25 to 29 years,10999
MORRIS,2007,30 to 34 years,13432
MORRIS,2007,35 to 39 years,18466
MORRIS,2007,40 to 44 years,20696
MORRIS,2007,45 to 49 years,22056
MORRIS,2007,5 to 9 years,33421
MORRIS,2007,50 to 54 years,18882
MORRIS,2007,55 to 59 years,15971
MORRIS,2007,60 and 61 years,5924
MORRIS,2007,62 to 64 years,7507
MORRIS,2007,65 and 66 years,3552
MORRIS,2007,67 to 69 years,5397
MORRIS,2007,70 to 74 years,7440
MORRIS,2007,75 to 79 years,4854
MORRIS,2007,80 to 84 years,3447
MORRIS,2007,85 years and over,2171
MORRIS,2007,Female,247088
MORRIS,2007,Male,241387
MORRIS,2007,Total,488475
MORRIS,2007,Under 5 years,29440
MORRIS,2008,10 to 14 years,31913
MORRIS,2008,15 to 17 years,10377
MORRIS,2008,18 and 19 years,6379
MORRIS,2008,20 years,2070
MORRIS,2008,21 years,3482
MORRIS,2008,22 to 24 years,8148
MORRIS,2008,25 to 29 years,11828
MORRIS,2008,30 to 34 years,12619
MORRIS,2008,35 to 39 years,16467
MORRIS,2008,40 to 44 years,21253
MORRIS,2008,45 to 49 years,21613
MORRIS,2008,5 to 9 years,34387
MORRIS,2008,50 to 54 years,19808
MORRIS,2008,55 to 59 years,15914
MORRIS,2008,60 and 61 years,6568
MORRIS,2008,62 to 64 years,7747
MORRIS,2008,65 and 66 years,5281
MORRIS,2008,67 to 69 years,4630
MORRIS,2008,70 to 74 years,6761
MORRIS,2008,75 to 79 years,4886
MORRIS,2008,80 to 84 years,3898
MORRIS,2008,85 years and over,1908
MORRIS,2008,Female,247290
MORRIS,2008,Male,240258
MORRIS,2008,Total,487548
MORRIS,2008,Under 5 years,28989
MORRIS,2009,10 to 14 years,33204
MORRIS,2009,15 to 17 years,11152
MORRIS,2009,18 and 19 years,6584
MORRIS,2009,20 years,2514
MORRIS,2009,21 years,2270
MORRIS,2009,22 to 24 years,8758
MORRIS,2009,25 to 29 years,11970
MORRIS,2009,30 to 34 years,13188
MORRIS,2009,35 to 39 years,16827
MORRIS,2009,40 to 44 years,19992
MORRIS,2009,45 to 49 years,22600
MORRIS,2009,5 to 9 years,34233
MORRIS,2009,50 to 54 years,19314
MORRIS,2009,55 to 59 years,15642
MORRIS,2009,60 and 61 years,6332
MORRIS,2009,62 to 64 years,6995
MORRIS,2009,65 and 66 years,4250
MORRIS,2009,67 to 69 years,4837
MORRIS,2009,70 to 74 years,7640
MORRIS,2009,75 to 79 years,5580
MORRIS,2009,80 to 84 years,3209
MORRIS,2009,85 years and over,3208
MORRIS,2009,Female,246496
MORRIS,2009,Male,242022
MORRIS,2009,Total,488518
MORRIS,2009,Under 5 years,28289
MORRIS,2010,10 to 14 years,37044
MORRIS,2010,15 to 17 years,10990
MORRIS,2010,18 and 19 years,6087
MORRIS,2010,20 years,2586
MORRIS,2010,21 years,3392
MORRIS,2010,22 to 24 years,6498
MORRIS,2010,25 to 29 years,12723
MORRIS,2010,30 to 34 years,13728
MORRIS,2010,35 to 39 years,14996
MORRIS,2010,40 to 44 years,19418
MORRIS,2010,45 to 49 years,21587
MORRIS,2010,5 to 9 years,31523
MORRIS,2010,50 to 54 years,20234
MORRIS,2010,55 to 59 years,17960
MORRIS,2010,60 and 61 years,5977
MORRIS,2010,62 to 64 years,6885
MORRIS,2010,65 and 66 years,3596
MORRIS,2010,67 to 69 years,5433
MORRIS,2010,70 to 74 years,7442
MORRIS,2010,75 to 79 years,5170
MORRIS,2010,80 to 84 years,3691
MORRIS,2010,85 years and over,3543
MORRIS,2010,Female,251699
MORRIS,2010,Male,240995
MORRIS,2010,Total,492694
MORRIS,2010,Under 5 years,27235
MORRIS,2011,10 to 14 years,35217
MORRIS,2011,15 to 17 years,11080
MORRIS,2011,18 and 19 years,6470
MORRIS,2011,20 years,2104
MORRIS,2011,21 years,2572
MORRIS,2011,22 to 24 years,7507
MORRIS,2011,25 to 29 years,13250
MORRIS,2011,30 to 34 years,13693
MORRIS,2011,35 to 39 years,12855
MORRIS,2011,40 to 44 years,20793
MORRIS,2011,45 to 49 years,21247
MORRIS,2011,5 to 9 years,32111
MORRIS,2011,50 to 54 years,20944
MORRIS,2011,55 to 59 years,16731
MORRIS,2011,60 and 61 years,5105
MORRIS,2011,62 to 64 years,9592
MORRIS,2011,65 and 66 years,4754
MORRIS,2011,67 to 69 years,6001
MORRIS,2011,70 to 74 years,6360
MORRIS,2011,75 to 79 years,6477
MORRIS,2011,80 to 84 years,3974
MORRIS,2011,85 years and over,2701
MORRIS,2011,Female,253042
MORRIS,2011,Male,241934
MORRIS,2011,Total,494976
MORRIS,2011,Under 5 years,26553
MORRIS,2012,10 to 14 years,35202
MORRIS,2012,15 to 17 years,11041
MORRIS,2012,18 and 19 years,6747
MORRIS,2012,20 years,1974
MORRIS,2012,21 years,2965
MORRIS,2012,22 to 24 years,8021
MORRIS,2012,25 to 29 years,13340
MORRIS,2012,30 to 34 years,13798
MORRIS,2012,35 to 39 years,14632
MORRIS,2012,40 to 44 years,18412
MORRIS,2012,45 to 49 years,21102
MORRIS,2012,5 to 9 years,31725
MORRIS,2012,50 to 54 years,21095
MORRIS,2012,55 to 59 years,18207
MORRIS,2012,60 and 61 years,6678
MORRIS,2012,62 to 64 years,6785
MORRIS,2012,65 and 66 years,4896
MORRIS,2012,67 to 69 years,5993
MORRIS,2012,70 to 74 years,7661
MORRIS,2012,75 to 79 years,4941
MORRIS,2012,80 to 84 years,4080
MORRIS,2012,85 years and over,4328
MORRIS,2012,Female,254358
MORRIS,2012,Male,243641
MORRIS,2012,Total,497999
MORRIS,2012,Under 5 years,25800
MORRIS,2013,10 to 14 years,34580
MORRIS,2013,15 to 17 years,10898
MORRIS,2013,18 and 19 years,6514
MORRIS,2013,20 years,2922
MORRIS,2013,21 years,3341
MORRIS,2013,22 to 24 years,7899
MORRIS,2013,25 to 29 years,13058
MORRIS,2013,30 to 34 years,14304
MORRIS,2013,35 to 39 years,14233
MORRIS,2013,40 to 44 years,17775
MORRIS,2013,45 to 49 years,20432
MORRIS,2013,5 to 9 years,31228
MORRIS,2013,50 to 54 years,21231
MORRIS,2013,55 to 59 years,18931
MORRIS,2013,60 and 61 years,5921
MORRIS,2013,62 to 64 years,7545
MORRIS,2013,65 and 66 years,6042
MORRIS,2013,67 to 69 years,5709
MORRIS,2013,70 to 74 years,7329
MORRIS,2013,75 to 79 years,5174
MORRIS,2013,80 to 84 years,4558
MORRIS,2013,85 years and over,4089
MORRIS,2013,Female,254787
MORRIS,2013,Male,244610
MORRIS,2013,Total,499397
MORRIS,2013,Under 5 years,25721
MORRIS,2014,10 to 14 years,35371
MORRIS,2014,15 to 17 years,10861
MORRIS,2014,18 and 19 years,7063
MORRIS,2014,20 years,1687
MORRIS,2014,21 years,2376
MORRIS,2014,22 to 24 years,10078
MORRIS,2014,25 to 29 years,13168
MORRIS,2014,30 to 34 years,13874
MORRIS,2014,35 to 39 years,14060
MORRIS,2014,40 to 44 years,17156
MORRIS,2014,45 to 49 years,20262
MORRIS,2014,5 to 9 years,28667
MORRIS,2014,50 to 54 years,21266
MORRIS,2014,55 to 59 years,17069
MORRIS,2014,60 and 61 years,6480
MORRIS,2014,62 to 64 years,9558
MORRIS,2014,65 and 66 years,6081
MORRIS,2014,67 to 69 years,7142
MORRIS,2014,70 to 74 years,7737
MORRIS,2014,75 to 79 years,5047
MORRIS,2014,80 to 84 years,4120
MORRIS,2014,85 years and over,3812
MORRIS,2014,Female,255433
MORRIS,2014,Male,244294
MORRIS,2014,Total,499727
MORRIS,2014,Under 5 years,25854
MORRIS,2015,10 to 14 years,32919
MORRIS,2015,15 to 17 years,10876
MORRIS,2015,18 and 19 years,6156
MORRIS,2015,20 years,2547
MORRIS,2015,21 years,3275
MORRIS,2015,22 to 24 years,9420
MORRIS,2015,25 to 29 years,13152
MORRIS,2015,30 to 34 years,14531
MORRIS,2015,35 to 39 years,12911
MORRIS,2015,40 to 44 years,17121
MORRIS,2015,45 to 49 years,19602
MORRIS,2015,5 to 9 years,29915
MORRIS,2015,50 to 54 years,21341
MORRIS,2015,55 to 59 years,18142
MORRIS,2015,60 and 61 years,6872
MORRIS,2015,62 to 64 years,9345
MORRIS,2015,65 and 66 years,4438
MORRIS,2015,67 to 69 years,7060
MORRIS,2015,70 to 74 years,8976
MORRIS,2015,75 to 79 years,4597
MORRIS,2015,80 to 84 years,4168
MORRIS,2015,85 years and over,4892
MORRIS,2015,Female,254790
MORRIS,2015,Male,244719
MORRIS,2015,Total,499509
MORRIS,2015,Under 5 years,25263
OCEAN,2006,10 to 14 years,33303
OCEAN,2006,15 to 17 years,11005
OCEAN,2006,18 and 19 years,6395
OCEAN,2006,20 years,2619
OCEAN,2006,21 years,3184
OCEAN,2006,22 to 24 years,9120
OCEAN,2006,25 to 29 years,17540
OCEAN,2006,30 to 34 years,15933
OCEAN,2006,35 to 39 years,19226
OCEAN,2006,40 to 44 years,20213
OCEAN,2006,45 to 49 years,19806
OCEAN,2006,5 to 9 years,35676
OCEAN,2006,50 to 54 years,16166
OCEAN,2006,55 to 59 years,13821
OCEAN,2006,60 and 61 years,5468
OCEAN,2006,62 to 64 years,7288
OCEAN,2006,65 and 66 years,4212
OCEAN,2006,67 to 69 years,7626
OCEAN,2006,70 to 74 years,8526
OCEAN,2006,75 to 79 years,11822
OCEAN,2006,80 to 84 years,7730
OCEAN,2006,85 years and over,6385
OCEAN,2006,Female,294418
OCEAN,2006,Male,267917
OCEAN,2006,Total,562335
OCEAN,2006,Under 5 years,36114
OCEAN,2007,10 to 14 years,36281
OCEAN,2007,15 to 17 years,11972
OCEAN,2007,18 and 19 years,6382
OCEAN,2007,20 years,2600
OCEAN,2007,21 years,3465
OCEAN,2007,22 to 24 years,8367
OCEAN,2007,25 to 29 years,17646
OCEAN,2007,30 to 34 years,16478
OCEAN,2007,35 to 39 years,16254
OCEAN,2007,40 to 44 years,21001
OCEAN,2007,45 to 49 years,20211
OCEAN,2007,5 to 9 years,34438
OCEAN,2007,50 to 54 years,17634
OCEAN,2007,55 to 59 years,13931
OCEAN,2007,60 and 61 years,5816
OCEAN,2007,62 to 64 years,7146
OCEAN,2007,65 and 66 years,4689
OCEAN,2007,67 to 69 years,5450
OCEAN,2007,70 to 74 years,10288
OCEAN,2007,75 to 79 years,11199
OCEAN,2007,80 to 84 years,8167
OCEAN,2007,85 years and over,6747
OCEAN,2007,Female,294406
OCEAN,2007,Male,271087
OCEAN,2007,Total,565493
OCEAN,2007,Under 5 years,38351
OCEAN,2008,10 to 14 years,36507
OCEAN,2008,15 to 17 years,11606
OCEAN,2008,18 and 19 years,5992
OCEAN,2008,20 years,3526
OCEAN,2008,21 years,2252
OCEAN,2008,22 to 24 years,9406
OCEAN,2008,25 to 29 years,17913
OCEAN,2008,30 to 34 years,16756
OCEAN,2008,35 to 39 years,16498
OCEAN,2008,40 to 44 years,19733
OCEAN,2008,45 to 49 years,21362
OCEAN,2008,5 to 9 years,34446
OCEAN,2008,50 to 54 years,17533
OCEAN,2008,55 to 59 years,13980
OCEAN,2008,60 and 61 years,5441
OCEAN,2008,62 to 64 years,7481
OCEAN,2008,65 and 66 years,4717
OCEAN,2008,67 to 69 years,6074
OCEAN,2008,70 to 74 years,9121
OCEAN,2008,75 to 79 years,12199
OCEAN,2008,80 to 84 years,8699
OCEAN,2008,85 years and over,6306
OCEAN,2008,Female,295841
OCEAN,2008,Male,273270
OCEAN,2008,Total,569111
OCEAN,2008,Under 5 years,39117
OCEAN,2009,10 to 14 years,37128
OCEAN,2009,15 to 17 years,11017
OCEAN,2009,18 and 19 years,6069
OCEAN,2009,20 years,3579
OCEAN,2009,21 years,2868
OCEAN,2009,22 to 24 years,9118
OCEAN,2009,25 to 29 years,16299
OCEAN,2009,30 to 34 years,14316
OCEAN,2009,35 to 39 years,15506
OCEAN,2009,40 to 44 years,17954
OCEAN,2009,45 to 49 years,20340
OCEAN,2009,5 to 9 years,34511
OCEAN,2009,50 to 54 years,19262
OCEAN,2009,55 to 59 years,16055
OCEAN,2009,60 and 61 years,7820
OCEAN,2009,62 to 64 years,9781
OCEAN,2009,65 and 66 years,6135
OCEAN,2009,67 to 69 years,7732
OCEAN,2009,70 to 74 years,12026
OCEAN,2009,75 to 79 years,9698
OCEAN,2009,80 to 84 years,7296
OCEAN,2009,85 years and over,5557
OCEAN,2009,Female,298715
OCEAN,2009,Male,274963
OCEAN,2009,Total,573678
OCEAN,2009,Under 5 years,39135
OCEAN,2010,10 to 14 years,38062
OCEAN,2010,15 to 17 years,11424
OCEAN,2010,18 and 19 years,6134
OCEAN,2010,20 years,3769
OCEAN,2010,21 years,2737
OCEAN,2010,22 to 24 years,9558
OCEAN,2010,25 to 29 years,15857
OCEAN,2010,30 to 34 years,15243
OCEAN,2010,35 to 39 years,16652
OCEAN,2010,40 to 44 years,15959
OCEAN,2010,45 to 49 years,19341
OCEAN,2010,5 to 9 years,35678
OCEAN,2010,50 to 54 years,18901
OCEAN,2010,55 to 59 years,14797
OCEAN,2010,60 and 61 years,6532
OCEAN,2010,62 to 64 years,11758
OCEAN,2010,65 and 66 years,5407
OCEAN,2010,67 to 69 years,8053
OCEAN,2010,70 to 74 years,11957
OCEAN,2010,75 to 79 years,10437
OCEAN,2010,80 to 84 years,7264
OCEAN,2010,85 years and over,6575
OCEAN,2010,Female,301580
OCEAN,2010,Male,276023
OCEAN,2010,Total,577603
OCEAN,2010,Under 5 years,38782
OCEAN,2011,10 to 14 years,36842
OCEAN,2011,15 to 17 years,11107
OCEAN,2011,18 and 19 years,6108
OCEAN,2011,20 years,3826
OCEAN,2011,21 years,1734
OCEAN,2011,22 to 24 years,10832
OCEAN,2011,25 to 29 years,15831
OCEAN,2011,30 to 34 years,15209
OCEAN,2011,35 to 39 years,14722
OCEAN,2011,40 to 44 years,17476
OCEAN,2011,45 to 49 years,18291
OCEAN,2011,5 to 9 years,37692
OCEAN,2011,50 to 54 years,19595
OCEAN,2011,55 to 59 years,16410
OCEAN,2011,60 and 61 years,7364
OCEAN,2011,62 to 64 years,9949
OCEAN,2011,65 and 66 years,5753
OCEAN,2011,67 to 69 years,9322
OCEAN,2011,70 to 74 years,11289
OCEAN,2011,75 to 79 years,10451
OCEAN,2011,80 to 84 years,8169
OCEAN,2011,85 years and over,5950
OCEAN,2011,Female,302140
OCEAN,2011,Male,277229
OCEAN,2011,Total,579369
OCEAN,2011,Under 5 years,38630
OCEAN,2012,10 to 14 years,35568
OCEAN,2012,15 to 17 years,11104
OCEAN,2012,18 and 19 years,6144
OCEAN,2012,20 years,3655
OCEAN,2012,21 years,2942
OCEAN,2012,22 to 24 years,9755
OCEAN,2012,25 to 29 years,16093
OCEAN,2012,30 to 34 years,15572
OCEAN,2012,35 to 39 years,15471
OCEAN,2012,40 to 44 years,15933
OCEAN,2012,45 to 49 years,18659
OCEAN,2012,5 to 9 years,39260
OCEAN,2012,50 to 54 years,19328
OCEAN,2012,55 to 59 years,16048
OCEAN,2012,60 and 61 years,7405
OCEAN,2012,62 to 64 years,10287
OCEAN,2012,65 and 66 years,7077
OCEAN,2012,67 to 69 years,8616
OCEAN,2012,70 to 74 years,11859
OCEAN,2012,75 to 79 years,9615
OCEAN,2012,80 to 84 years,8391
OCEAN,2012,85 years and over,6807
OCEAN,2012,Female,302144
OCEAN,2012,Male,278326
OCEAN,2012,Total,580470
OCEAN,2012,Under 5 years,38330
OCEAN,2013,10 to 14 years,39718
OCEAN,2013,15 to 17 years,11270
OCEAN,2013,18 and 19 years,6576
OCEAN,2013,20 years,3052
OCEAN,2013,21 years,3154
OCEAN,2013,22 to 24 years,9928
OCEAN,2013,25 to 29 years,16304
OCEAN,2013,30 to 34 years,15926
OCEAN,2013,35 to 39 years,13649
OCEAN,2013,40 to 44 years,16457
OCEAN,2013,45 to 49 years,17814
OCEAN,2013,5 to 9 years,36227
OCEAN,2013,50 to 54 years,19714
OCEAN,2013,55 to 59 years,17839
OCEAN,2013,60 and 61 years,6710
OCEAN,2013,62 to 64 years,9789
OCEAN,2013,65 and 66 years,7032
OCEAN,2013,67 to 69 years,7445
OCEAN,2013,70 to 74 years,14324
OCEAN,2013,75 to 79 years,9172
OCEAN,2013,80 to 84 years,8192
OCEAN,2013,85 years and over,6961
OCEAN,2013,Female,304151
OCEAN,2013,Male,279263
OCEAN,2013,Total,583414
OCEAN,2013,Under 5 years,39253
OCEAN,2014,10 to 14 years,38377
OCEAN,2014,15 to 17 years,11583
OCEAN,2014,18 and 19 years,5784
OCEAN,2014,20 years,3924
OCEAN,2014,21 years,2666
OCEAN,2014,22 to 24 years,9920
OCEAN,2014,25 to 29 years,16703
OCEAN,2014,30 to 34 years,15847
OCEAN,2014,35 to 39 years,14586
OCEAN,2014,40 to 44 years,16015
OCEAN,2014,45 to 49 years,17082
OCEAN,2014,5 to 9 years,37543
OCEAN,2014,50 to 54 years,19695
OCEAN,2014,55 to 59 years,18315
OCEAN,2014,60 and 61 years,6415
OCEAN,2014,62 to 64 years,10525
OCEAN,2014,65 and 66 years,6492
OCEAN,2014,67 to 69 years,9403
OCEAN,2014,70 to 74 years,13501
OCEAN,2014,75 to 79 years,10533
OCEAN,2014,80 to 84 years,6728
OCEAN,2014,85 years and over,7264
OCEAN,2014,Female,303546
OCEAN,2014,Male,282755
OCEAN,2014,Total,586301
OCEAN,2014,Under 5 years,39955
OCEAN,2015,10 to 14 years,37457
OCEAN,2015,15 to 17 years,11784
OCEAN,2015,18 and 19 years,5827
OCEAN,2015,20 years,2588
OCEAN,2015,21 years,3447
OCEAN,2015,22 to 24 years,10639
OCEAN,2015,25 to 29 years,16678
OCEAN,2015,30 to 34 years,16619
OCEAN,2015,35 to 39 years,13916
OCEAN,2015,40 to 44 years,15735
OCEAN,2015,45 to 49 years,17520
OCEAN,2015,5 to 9 years,38584
OCEAN,2015,50 to 54 years,18741
OCEAN,2015,55 to 59 years,21317
OCEAN,2015,60 and 61 years,6042
OCEAN,2015,62 to 64 years,8789
OCEAN,2015,65 and 66 years,6626
OCEAN,2015,67 to 69 years,10670
OCEAN,2015,70 to 74 years,12997
OCEAN,2015,75 to 79 years,9402
OCEAN,2015,80 to 84 years,7913
OCEAN,2015,85 years and over,7163
OCEAN,2015,Female,304480
OCEAN,2015,Male,284241
OCEAN,2015,Total,588721
OCEAN,2015,Under 5 years,40163
PASSAIC,2006,10 to 14 years,36739
PASSAIC,2006,15 to 17 years,11173
PASSAIC,2006,18 and 19 years,7077
PASSAIC,2006,20 years,4094
PASSAIC,2006,21 years,3104
PASSAIC,2006,22 to 24 years,9937
PASSAIC,2006,25 to 29 years,15525
PASSAIC,2006,30 to 34 years,16391
PASSAIC,2006,35 to 39 years,19071
PASSAIC,2006,40 to 44 years,18637
PASSAIC,2006,45 to 49 years,18599
PASSAIC,2006,5 to 9 years,34852
PASSAIC,2006,50 to 54 years,16292
PASSAIC,2006,55 to 59 years,14031
PASSAIC,2006,60 and 61 years,5502
PASSAIC,2006,62 to 64 years,4398
PASSAIC,2006,65 and 66 years,3157
PASSAIC,2006,67 to 69 years,3978
PASSAIC,2006,70 to 74 years,5951
PASSAIC,2006,75 to 79 years,3491
PASSAIC,2006,80 to 84 years,4094
PASSAIC,2006,85 years and over,2735
PASSAIC,2006,Female,254988
PASSAIC,2006,Male,242105
PASSAIC,2006,Total,497093
PASSAIC,2006,Under 5 years,37153
PASSAIC,2007,10 to 14 years,39877
PASSAIC,2007,15 to 17 years,10846
PASSAIC,2007,18 and 19 years,7527
PASSAIC,2007,20 years,4063
PASSAIC,2007,21 years,3395
PASSAIC,2007,22 to 24 years,9078
PASSAIC,2007,25 to 29 years,15277
PASSAIC,2007,30 to 34 years,15747
PASSAIC,2007,35 to 39 years,18577
PASSAIC,2007,40 to 44 years,19467
PASSAIC,2007,45 to 49 years,17445
PASSAIC,2007,5 to 9 years,30750
PASSAIC,2007,50 to 54 years,16282
PASSAIC,2007,55 to 59 years,12626
PASSAIC,2007,60 and 61 years,4944
PASSAIC,2007,62 to 64 years,6250
PASSAIC,2007,65 and 66 years,2781
PASSAIC,2007,67 to 69 years,3631
PASSAIC,2007,70 to 74 years,7363
PASSAIC,2007,75 to 79 years,3873
PASSAIC,2007,80 to 84 years,3776
PASSAIC,2007,85 years and over,2751
PASSAIC,2007,Female,251792
PASSAIC,2007,Male,240323
PASSAIC,2007,Total,492115
PASSAIC,2007,Under 5 years,34952
PASSAIC,2008,10 to 14 years,35803
PASSAIC,2008,15 to 17 years,10782
PASSAIC,2008,18 and 19 years,7546
PASSAIC,2008,20 years,4521
PASSAIC,2008,21 years,3405
PASSAIC,2008,22 to 24 years,8642
PASSAIC,2008,25 to 29 years,14988
PASSAIC,2008,30 to 34 years,15216
PASSAIC,2008,35 to 39 years,15426
PASSAIC,2008,40 to 44 years,20323
PASSAIC,2008,45 to 49 years,18973
PASSAIC,2008,5 to 9 years,33334
PASSAIC,2008,50 to 54 years,16798
PASSAIC,2008,55 to 59 years,13131
PASSAIC,2008,60 and 61 years,5027
PASSAIC,2008,62 to 64 years,6437
PASSAIC,2008,65 and 66 years,3364
PASSAIC,2008,67 to 69 years,4455
PASSAIC,2008,70 to 74 years,6449
PASSAIC,2008,75 to 79 years,4319
PASSAIC,2008,80 to 84 years,3431
PASSAIC,2008,85 years and over,2337
PASSAIC,2008,Female,251222
PASSAIC,2008,Male,239726
PASSAIC,2008,Total,490948
PASSAIC,2008,Under 5 years,37210
PASSAIC,2009,10 to 14 years,33940
PASSAIC,2009,15 to 17 years,10093
PASSAIC,2009,18 and 19 years,7248
PASSAIC,2009,20 years,4226
PASSAIC,2009,21 years,3190
PASSAIC,2009,22 to 24 years,8799
PASSAIC,2009,25 to 29 years,17041
PASSAIC,2009,30 to 34 years,16824
PASSAIC,2009,35 to 39 years,18516
PASSAIC,2009,40 to 44 years,15728
PASSAIC,2009,45 to 49 years,18184
PASSAIC,2009,5 to 9 years,33343
PASSAIC,2009,50 to 54 years,16928
PASSAIC,2009,55 to 59 years,13605
PASSAIC,2009,60 and 61 years,5273
PASSAIC,2009,62 to 64 years,6641
PASSAIC,2009,65 and 66 years,4322
PASSAIC,2009,67 to 69 years,3776
PASSAIC,2009,70 to 74 years,6029
PASSAIC,2009,75 to 79 years,4043
PASSAIC,2009,80 to 84 years,3395
PASSAIC,2009,85 years and over,2768
PASSAIC,2009,Female,251019
PASSAIC,2009,Male,240759
PASSAIC,2009,Total,491778
PASSAIC,2009,Under 5 years,37761
PASSAIC,2010,10 to 14 years,34863
PASSAIC,2010,15 to 17 years,11031
PASSAIC,2010,18 and 19 years,8312
PASSAIC,2010,20 years,4287
PASSAIC,2010,21 years,4217
PASSAIC,2010,22 to 24 years,9801
PASSAIC,2010,25 to 29 years,16125
PASSAIC,2010,30 to 34 years,16282
PASSAIC,2010,35 to 39 years,17740
PASSAIC,2010,40 to 44 years,15904
PASSAIC,2010,45 to 49 years,18274
PASSAIC,2010,5 to 9 years,33594
PASSAIC,2010,50 to 54 years,17689
PASSAIC,2010,55 to 59 years,15475
PASSAIC,2010,60 and 61 years,4939
PASSAIC,2010,62 to 64 years,6127
PASSAIC,2010,65 and 66 years,4621
PASSAIC,2010,67 to 69 years,3899
PASSAIC,2010,70 to 74 years,5556
PASSAIC,2010,75 to 79 years,5072
PASSAIC,2010,80 to 84 years,3217
PASSAIC,2010,85 years and over,2634
PASSAIC,2010,Female,258180
PASSAIC,2010,Male,243680
